0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
380,25,346,,,,,,,,,,,,,
380,30,287,,,,,,,,,,,,,
380,35,296,,,,,,,,,,,,,
380,40,94,428,,,,,,,,,,,,
380,45,105,,,,,,,,,,,,,
380,50,204,375,,,,,,,,,,,,
380,60,361,,,,,,,,,,,,,
380,65,505,,,,,,,,,,,,,
380,70,406,513,,,,,,,,,,,,
380,75,470,,,,,,,,,,,,,
381,1,149,,,,,,,,,,,,,
381,5,262,377,,,,,,,,,,,,
381,10,270,500,,,,,,,,,,,,
381,15,219,,,,,,,,,,,,,
381,20,225,,,,,,,,,,,,,
381,25,182,,,,,,,,,,,,,
381,30,287,,,,,,,,,,,,,
381,35,295,,,,,,,,,,,,,
381,40,94,428,,,,,,,,,,,,
381,45,105,,,,,,,,,,,,,
381,50,349,375,,,,,,,,,,,,
381,65,505,,,,,,,,,,,,,
381,70,406,477,,,,,,,,,,,,
381,75,471,,,,,,,,,,,,,
382,1,352,,,,,,,,,,,,,
382,5,184,,,,,,,,,,,,,
382,15,246,,,,,,,,,,,,,
382,20,34,330,,,,,,,,,,,,
382,30,347,392,,,,,,,,,,,,
382,35,58,,,,,,,,,,,,,
382,45,56,618,,,,,,,,,,,,
382,50,156,,,,,,,,,,,,,
382,60,329,,,,,,,,,,,,,
382,65,38,,,,,,,,,,,,,
382,75,323,401,,,,,,,,,,,,
383,1,341,,,,,,,,,,,,,
383,5,184,,,,,,,,,,,,,
383,15,246,436,,,,,,,,,,,,
383,20,163,359,,,,,,,,,,,,
383,30,339,,,,,,,,,,,,,
383,35,89,,,,,,,,,,,,,
383,45,126,619,,,,,,,,,,,,
383,50,156,,,,,,,,,,,,,
383,60,90,,,,,,,,,,,,,
383,65,76,,,,,,,,,,,,,
383,75,284,414,,,,,,,,,,,,
384,1,239,,,,,,,,,,,,,
384,5,184,,,,,,,,,,,,,
384,15,246,,,,,,,,,,,,,
384,20,337,304,,,,,,,,,,,,
384,30,349,,,,,,,,,,,,,
384,35,242,403,,,,,,,,,,,,
384,45,19,,,,,,,,,,,,,
384,50,156,,,,,,,,,,,,,
384,60,245,,,,,,,,,,,,,
384,65,200,,,,,,,,,,,,,
384,75,63,406,,,,,,,,,,,,
385,1,93,273,,,,,,,,,,,,
385,5,156,,,,,,,,,,,,,
385,10,129,,,,,,,,,,,,,
385,15,270,,,,,,,,,,,,,
385,20,94,,,,,,,,,,,,,
385,25,287,,,,,,,,,,,,,
385,35,38,428,,,,,,,,,,,,
385,40,248,,,,,,,,,,,,,
385,45,322,356,,,,,,,,,,,,
385,50,353,361,,,,,,,,,,,,
385,65,387,,,,,,,,,,,,,
386,1,35,43,,,,,,,,,,,,
386,5,101,,,,,,,,,,,,,
386,10,100,,,,,,,,,,,,,
386,15,282,,,,,,,,,,,,,
386,20,228,,,,,,,,,,,,,
386,25,94,,,,,,,,,,,,,
386,30,289,,,,,,,,,,,,,
386,35,322,,,,,,,,,,,,,
386,40,105,,,,,,,,,,,,,
386,45,354,,,,,,,,,,,,,
386,50,63,,,,,,,,,,,,,
386,57,375,,,,,,,,,,,,,
386,65,428,,,,,,,,,,,,,
387,1,33,,,,,,,,,,,,,
387,5,110,,,,,,,,,,,,,
387,9,71,,,,,,,,,,,,,
387,13,75,,,,,,,,,,,,,
387,17,174,,,,,,,,,,,,,
387,21,44,,,,,,,,,,,,,
387,25,72,,,,,,,,,,,,,
387,29,73,,,,,,,,,,,,,
387,33,235,,,,,,,,,,,,,
387,37,242,,,,,,,,,,,,,
387,41,202,,,,,,,,,,,,,
387,45,437,,,,,,,,,,,,,
388,1,33,110,,,,,,,,,,,,
388,9,71,,,,,,,,,,,,,
388,13,75,,,,,,,,,,,,,
388,17,174,,,,,,,,,,,,,
388,22,44,,,,,,,,,,,,,
388,27,72,,,,,,,,,,,,,
388,32,73,,,,,,,,,,,,,
388,37,235,,,,,,,,,,,,,
388,42,242,,,,,,,,,,,,,
388,47,202,,,,,,,,,,,,,
388,52,437,,,,,,,,,,,,,
389,1,33,71,75,110,452,,,,,,,,,
389,17,174,,,,,,,,,,,,,
389,22,44,,,,,,,,,,,,,
389,27,72,,,,,,,,,,,,,
389,32,89,,,,,,,,,,,,,
389,33,73,,,,,,,,,,,,,
389,39,235,,,,,,,,,,,,,
389,45,242,,,,,,,,,,,,,
389,51,202,,,,,,,,,,,,,
389,57,437,,,,,,,,,,,,,
390,1,10,43,,,,,,,,,,,,
390,7,52,,,,,,,,,,,,,
390,9,269,,,,,,,,,,,,,
390,15,154,,,,,,,,,,,,,
390,17,172,,,,,,,,,,,,,
390,23,417,,,,,,,,,,,,,
390,25,259,,,,,,,,,,,,,
390,31,263,,,,,,,,,,,,,
390,33,83,,,,,,,,,,,,,
390,39,303,512,,,,,,,,,,,,
390,41,53,,,,,,,,,,,,,
391,1,10,43,52,,,,,,,,,,,
391,9,269,,,,,,,,,,,,,
391,14,183,,,,,,,,,,,,,
391,16,154,,,,,,,,,,,,,
391,19,172,,,,,,,,,,,,,
391,26,364,,,,,,,,,,,,,
391,29,259,,,,,,,,,,,,,
391,36,370,,,,,,,,,,,,,
391,39,83,,,,,,,,,,,,,
391,46,303,512,,,,,,,,,,,,
391,49,394,,,,,,,,,,,,,
392,1,10,43,52,269,,,,,,,,,,
392,14,183,,,,,,,,,,,,,
392,17,154,,,,,,,,,,,,,
392,21,172,,,,,,,,,,,,,
392,29,364,,,,,,,,,,,,,
392,33,386,,,,,,,,,,,,,
392,41,370,,,,,,,,,,,,,
392,45,83,,,,,,,,,,,,,
392,52,512,,,,,,,,,,,,,
392,53,347,,,,,,,,,,,,,
392,57,394,,,,,,,,,,,,,
393,1,1,,,,,,,,,,,,,
393,4,45,,,,,,,,,,,,,
393,8,145,,,,,,,,,,,,,
393,11,346,,,,,,,,,,,,,
393,15,64,,,,,,,,,,,,,
393,18,117,,,,,,,,,,,,,
393,22,61,,,,,,,,,,,,,
393,25,31,,,,,,,,,,,,,
393,29,362,,,,,,,,,,,,,
393,32,250,,,,,,,,,,,,,
393,36,54,,,,,,,,,,,,,
393,39,65,,,,,,,,,,,,,
393,43,56,,,,,,,,,,,,,
394,1,33,45,,,,,,,,,,,,
394,8,145,,,,,,,,,,,,,
394,11,346,,,,,,,,,,,,,
394,15,64,,,,,,,,,,,,,
394,16,232,,,,,,,,,,,,,
394,19,117,,,,,,,,,,,,,
394,24,61,,,,,,,,,,,,,
394,28,31,,,,,,,,,,,,,
394,33,362,,,,,,,,,,,,,
394,37,250,,,,,,,,,,,,,
394,42,54,,,,,,,,,,,,,
394,46,65,,,,,,,,,,,,,
394,51,56,,,,,,,,,,,,,
395,1,33,45,145,,,,,,,,,,,
395,11,14,,,,,,,,,,,,,
395,15,64,,,,,,,,,,,,,
395,16,232,,,,,,,,,,,,,
395,19,207,,,,,,,,,,,,,
395,24,61,,,,,,,,,,,,,
395,28,31,,,,,,,,,,,,,
395,33,362,,,,,,,,,,,,,
395,36,453,,,,,,,,,,,,,
395,39,250,,,,,,,,,,,,,
395,46,54,,,,,,,,,,,,,
395,52,65,,,,,,,,,,,,,
395,59,56,,,,,,,,,,,,,
396,1,33,45,,,,,,,,,,,,
396,5,98,,,,,,,,,,,,,
396,9,17,,,,,,,,,,,,,
396,13,104,,,,,,,,,,,,,
396,17,283,,,,,,,,,,,,,
396,21,18,,,,,,,,,,,,,
396,25,332,,,,,,,,,,,,,
396,29,36,,,,,,,,,,,,,
396,33,97,,,,,,,,,,,,,
396,37,413,,,,,,,,,,,,,
396,41,515,,,,,,,,,,,,,
397,1,33,45,98,,,,,,,,,,,
397,9,17,,,,,,,,,,,,,
397,13,104,,,,,,,,,,,,,
397,18,283,,,,,,,,,,,,,
397,23,18,,,,,,,,,,,,,
397,28,332,,,,,,,,,,,,,
397,33,36,,,,,,,,,,,,,
397,38,97,,,,,,,,,,,,,
397,43,413,,,,,,,,,,,,,
397,48,515,,,,,,,,,,,,,
398,1,17,33,45,98,,,,,,,,,,
398,13,104,,,,,,,,,,,,,
398,18,283,,,,,,,,,,,,,
398,23,18,,,,,,,,,,,,,
398,28,332,,,,,,,,,,,,,
398,33,36,,,,,,,,,,,,,
398,34,370,,,,,,,,,,,,,
398,41,97,,,,,,,,,,,,,
398,49,413,,,,,,,,,,,,,
398,57,515,,,,,,,,,,,,,
399,1,33,,,,,,,,,,,,,
399,5,45,,,,,,,,,,,,,
399,9,111,,,,,,,,,,,,,
399,13,205,,,,,,,,,,,,,
399,17,29,,,,,,,,,,,,,
399,21,158,,,,,,,,,,,,,
399,25,281,,,,,,,,,,,,,
399,29,133,,,,,,,,,,,,,
399,33,36,,,,,,,,,,,,,
399,37,162,,,,,,,,,,,,,
399,41,276,,,,,,,,,,,,,
399,45,174,,,,,,,,,,,,,
400,1,33,45,563,,,,,,,,,,,
400,9,111,,,,,,,,,,,,,
400,13,205,,,,,,,,,,,,,
400,15,55,,,,,,,,,,,,,
400,18,29,,,,,,,,,,,,,
400,23,158,,,,,,,,,,,,,
400,28,281,,,,,,,,,,,,,
400,33,133,,,,,,,,,,,,,
400,38,36,,,,,,,,,,,,,
400,43,162,,,,,,,,,,,,,
400,48,276,,,,,,,,,,,,,
400,53,174,,,,,,,,,,,,,
401,1,45,117,,,,,,,,,,,,
401,6,522,,,,,,,,,,,,,
401,16,450,,,,,,,,,,,,,
402,1,45,117,,,,,,,,,,,,
402,10,210,,,,,,,,,,,,,
402,14,141,,,,,,,,,,,,,
402,18,47,,,,,,,,,,,,,
402,22,116,,,,,,,,,,,,,
402,26,404,163,,,,,,,,,,,,
402,30,103,,,,,,,,,,,,,
402,34,405,,,,,,,,,,,,,
402,36,565,,,,,,,,,,,,,
402,38,195,269,,,,,,,,,,,,
402,42,400,,,,,,,,,,,,,
402,44,564,,,,,,,,,,,,,
403,1,33,,,,,,,,,,,,,
403,5,43,,,,,,,,,,,,,
403,9,268,,,,,,,,,,,,,
403,11,608,,,,,,,,,,,,,
403,13,44,,,,,,,,,,,,,
403,17,209,,,,,,,,,,,,,
403,21,46,,,,,,,,,,,,,
403,25,207,,,,,,,,,,,,,
403,29,242,,,,,,,,,,,,,
403,33,422,,,,,,,,,,,,,
403,37,184,,,,,,,,,,,,,
403,41,435,,,,,,,,,,,,,
403,45,528,,,,,,,,,,,,,
404,1,33,43,,,,,,,,,,,,
404,9,268,,,,,,,,,,,,,
404,13,44,,,,,,,,,,,,,
404,18,209,,,,,,,,,,,,,
404,23,46,,,,,,,,,,,,,
404,28,207,,,,,,,,,,,,,
404,33,242,,,,,,,,,,,,,
404,38,422,,,,,,,,,,,,,
404,43,184,,,,,,,,,,,,,
404,48,435,,,,,,,,,,,,,
404,53,528,,,,,,,,,,,,,
405,1,33,43,268,604,,,,,,,,,,
405,13,44,,,,,,,,,,,,,
405,18,209,,,,,,,,,,,,,
405,23,46,,,,,,,,,,,,,
405,28,207,,,,,,,,,,,,,
405,35,242,,,,,,,,,,,,,
405,42,422,,,,,,,,,,,,,
405,49,184,,,,,,,,,,,,,
405,56,435,,,,,,,,,,,,,
405,63,528,,,,,,,,,,,,,
406,1,71,,,,,,,,,,,,,
406,4,74,,,,,,,,,,,,,
406,7,346,,,,,,,,,,,,,
406,10,78,,,,,,,,,,,,,
406,13,72,,,,,,,,,,,,,
406,16,388,,,,,,,,,,,,,
407,1,40,72,230,311,345,580,599,,,,,,,
408,1,29,43,,,,,,,,,,,,
408,6,116,,,,,,,,,,,,,
408,10,228,,,,,,,,,,,,,
408,15,36,,,,,,,,,,,,,
408,19,184,,,,,,,,,,,,,
408,24,372,,,,,,,,,,,,,
408,28,246,498,,,,,,,,,,,,
408,33,428,,,,,,,,,,,,,
408,37,103,,,,,,,,,,,,,
408,43,457,,,,,,,,,,,,,
409,1,29,43,,,,,,,,,,,,
409,6,116,,,,,,,,,,,,,
409,10,228,,,,,,,,,,,,,
409,15,36,,,,,,,,,,,,,
409,19,184,,,,,,,,,,,,,
409,24,372,,,,,,,,,,,,,
409,28,246,498,,,,,,,,,,,,
409,30,283,,,,,,,,,,,,,
409,36,428,,,,,,,,,,,,,
409,43,103,,,,,,,,,,,,,
409,52,457,,,,,,,,,,,,,
410,1,33,182,,,,,,,,,,,,
410,6,269,,,,,,,,,,,,,
410,10,319,,,,,,,,,,,,,
410,15,36,,,,,,,,,,,,,
410,19,334,,,,,,,,,,,,,
410,24,207,,,,,,,,,,,,,
410,28,246,,,,,,,,,,,,,
410,33,203,,,,,,,,,,,,,
410,37,368,,,,,,,,,,,,,
410,43,442,,,,,,,,,,,,,
410,46,484,,,,,,,,,,,,,
411,1,33,182,269,319,,,,,,,,,,
411,15,36,,,,,,,,,,,,,
411,19,334,,,,,,,,,,,,,
411,24,207,,,,,,,,,,,,,
411,28,246,,,,,,,,,,,,,
411,30,335,,,,,,,,,,,,,
411,36,203,,,,,,,,,,,,,
411,43,368,,,,,,,,,,,,,
411,52,442,,,,,,,,,,,,,
411,58,484,,,,,,,,,,,,,
412,1,182,,,,,,,,,,,,,
412,10,33,,,,,,,,,,,,,
412,15,450,,,,,,,,,,,,,
412,20,237,,,,,,,,,,,,,
413,1,33,,,,,,,,,,,,,
413,10,182,,,,,,,,,,,,,
413,15,450,,,,,,,,,,,,,
413,20,237,,,,,,,,,,,,,
413,23,93,,,,,,,,,,,,,
413,26,75,,,,,,,,,,,,,
413,29,74,,,,,,,,,,,,,
413,32,60,,,,,,,,,,,,,
413,35,445,,,,,,,,,,,,,
413,38,175,,,,,,,,,,,,,
413,41,213,,,,,,,,,,,,,
413,44,94,,,,,,,,,,,,,
413,47,437,,,,,,,,,,,,,
414,1,33,,,,,,,,,,,,,
414,10,182,,,,,,,,,,,,,
414,15,450,,,,,,,,,,,,,
414,20,237,,,,,,,,,,,,,
414,23,93,,,,,,,,,,,,,
414,26,16,,,,,,,,,,,,,
414,29,77,,,,,,,,,,,,,
414,32,60,,,,,,,,,,,,,
414,35,293,,,,,,,,,,,,,
414,38,318,,,,,,,,,,,,,
414,41,403,,,,,,,,,,,,,
414,44,94,,,,,,,,,,,,,
414,47,405,,,,,,,,,,,,,
414,50,483,,,,,,,,,,,,,
415,1,16,230,,,,,,,,,,,,
415,13,450,,,,,,,,,,,,,
415,29,405,,,,,,,,,,,,,
416,1,16,230,565,,,,,,,,,,,
416,3,40,,,,,,,,,,,,,
416,7,109,,,,,,,,,,,,,
416,9,210,,,,,,,,,,,,,
416,13,455,,,,,,,,,,,,,
416,15,228,,,,,,,,,,,,,
416,19,154,,,,,,,,,,,,,
416,21,408,,,,,,,,,,,,,
416,25,456,,,,,,,,,,,,,
416,27,92,,,,,,,,,,,,,
416,31,163,,,,,,,,,,,,,
416,33,445,,,,,,,,,,,,,
416,37,454,403,,,,,,,,,,,,
416,39,207,,,,,,,,,,,,,
416,43,194,,,,,,,,,,,,,
417,1,45,117,,,,,,,,,,,,
417,5,98,,,,,,,,,,,,,
417,9,204,,,,,,,,,,,,,
417,13,209,,,,,,,,,,,,,
417,17,203,,,,,,,,,,,,,
417,19,609,,,,,,,,,,,,,
417,21,129,,,,,,,,,,,,,
417,25,186,486,,,,,,,,,,,,
417,29,435,,,,,,,,,,,,,
417,33,162,86,,,,,,,,,,,,
417,37,387,,,,,,,,,,,,,
417,49,158,,,,,,,,,,,,,
418,1,45,49,346,,,,,,,,,,,
418,3,98,,,,,,,,,,,,,
418,6,55,,,,,,,,,,,,,
418,10,228,,,,,,,,,,,,,
418,15,129,,,,,,,,,,,,,
418,21,453,,,,,,,,,,,,,
418,27,458,,,,,,,,,,,,,
418,28,97,,,,,,,,,,,,,
418,36,250,,,,,,,,,,,,,
418,45,13,56,,,,,,,,,,,,
418,55,401,,,,,,,,,,,,,
419,1,45,49,98,346,423,,,,,,,,,
419,6,55,,,,,,,,,,,,,
419,10,228,,,,,,,,,,,,,
419,15,129,,,,,,,,,,,,,
419,21,453,,,,,,,,,,,,,
419,26,242,,,,,,,,,,,,,
419,29,97,458,,,,,,,,,,,,
419,39,250,,,,,,,,,,,,,
419,50,13,,,,,,,,,,,,,
419,57,56,,,,,,,,,,,,,
419,62,401,,,,,,,,,,,,,
420,1,33,234,,,,,,,,,,,,
420,7,74,,,,,,,,,,,,,
420,10,73,,,,,,,,,,,,,
420,13,270,,,,,,,,,,,,,
420,19,345,,,,,,,,,,,,,
420,22,241,,,,,,,,,,,,,
420,28,388,,,,,,,,,,,,,
420,31,36,,,,,,,,,,,,,
420,37,76,,,,,,,,,,,,,
420,40,381,,,,,,,,,,,,,
420,47,572,,,,,,,,,,,,,
421,1,33,74,234,,,,,,,,,,,
421,10,73,,,,,,,,,,,,,
421,13,270,,,,,,,,,,,,,
421,19,345,,,,,,,,,,,,,
421,22,241,,,,,,,,,,,,,
421,25,80,,,,,,,,,,,,,
421,30,388,,,,,,,,,,,,,
421,35,36,,,,,,,,,,,,,
421,43,76,,,,,,,,,,,,,
421,48,381,,,,,,,,,,,,,
421,50,572,,,,,,,,,,,,,
422,1,189,,,,,,,,,,,,,
422,2,300,,,,,,,,,,,,,
422,4,106,,,,,,,,,,,,,
422,7,352,,,,,,,,,,,,,
422,11,426,,,,,,,,,,,,,
422,16,237,,,,,,,,,,,,,
422,22,240,,,,,,,,,,,,,
422,29,34,,,,,,,,,,,,,
422,37,330,,,,,,,,,,,,,
422,46,105,,,,,,,,,,,,,
423,1,106,189,300,352,,,,,,,,,,
423,11,426,,,,,,,,,,,,,
423,16,237,,,,,,,,,,,,,
423,22,240,,,,,,,,,,,,,
423,29,34,,,,,,,,,,,,,
423,41,330,,,,,,,,,,,,,
423,54,105,,,,,,,,,,,,,
424,1,10,28,39,310,,,,,,,,,,
424,11,226,,,,,,,,,,,,,
424,15,321,,,,,,,,,,,,,
424,18,154,,,,,,,,,,,,,
424,22,129,,,,,,,,,,,,,
424,25,103,,,,,,,,,,,,,
424,29,97,,,,,,,,,,,,,
424,32,458,,,,,,,,,,,,,
424,36,374,,,,,,,,,,,,,
424,39,417,,,,,,,,,,,,,
424,43,387,,,,,,,,,,,,,
425,1,107,132,,,,,,,,,,,,
425,6,310,,,,,,,,,,,,,
425,11,16,,,,,,,,,,,,,
425,14,116,,,,,,,,,,,,,
425,17,371,,,,,,,,,,,,,
425,22,254,506,,,,,,,,,,,,
425,27,255,256,,,,,,,,,,,,
425,30,466,,,,,,,,,,,,,
425,33,226,,,,,,,,,,,,,
425,38,247,,,,,,,,,,,,,
425,40,133,,,,,,,,,,,,,
425,43,153,,,,,,,,,,,,,
426,1,16,107,132,310,566,,,,,,,,,
426,14,116,,,,,,,,,,,,,
426,17,371,,,,,,,,,,,,,
426,22,254,506,,,,,,,,,,,,
426,27,255,256,,,,,,,,,,,,
426,32,466,,,,,,,,,,,,,
426,37,226,,,,,,,,,,,,,
426,44,247,,,,,,,,,,,,,
426,46,133,,,,,,,,,,,,,
426,51,153,,,,,,,,,,,,,
427,1,1,111,150,193,,,,,,,,,,
427,6,203,,,,,,,,,,,,,
427,10,608,,,,,,,,,,,,,
427,13,218,,,,,,,,,,,,,
427,16,98,,,,,,,,,,,,,
427,23,26,,,,,,,,,,,,,
427,26,226,,,,,,,,,,,,,
427,33,97,,,,,,,,,,,,,
427,36,146,,,,,,,,,,,,,
427,43,204,495,,,,,,,,,,,,
427,46,340,,,,,,,,,,,,,
427,53,361,494,,,,,,,,,,,,
428,1,1,111,150,193,243,277,563,,,,,,,
428,6,203,,,,,,,,,,,,,
428,13,216,,,,,,,,,,,,,
428,16,98,,,,,,,,,,,,,
428,23,26,,,,,,,,,,,,,
428,26,226,,,,,,,,,,,,,
428,33,97,,,,,,,,,,,,,
428,36,146,,,,,,,,,,,,,
428,43,204,495,,,,,,,,,,,,
428,46,340,,,,,,,,,,,,,
428,53,361,494,,,,,,,,,,,,
428,66,136,,,,,,,,,,,,,
429,1,45,149,180,310,345,381,408,566,595,,,,,
430,1,17,114,228,310,389,,,,,,,,,
430,25,207,,,,,,,,,,,,,
430,35,417,,,,,,,,,,,,,
430,45,400,492,,,,,,,,,,,,
430,55,399,,,,,,,,,,,,,
430,65,511,,,,,,,,,,,,,
431,1,252,,,,,,,,,,,,,
431,5,10,,,,,,,,,,,,,
431,8,45,,,,,,,,,,,,,
431,13,95,,,,,,,,,,,,,
431,17,185,,,,,,,,,,,,,
431,20,154,,,,,,,,,,,,,
431,25,204,,,,,,,,,,,,,
431,29,274,,,,,,,,,,,,,
431,32,445,,,,,,,,,,,,,
431,37,163,,,,,,,,,,,,,
431,41,389,,,,,,,,,,,,,
431,45,213,,,,,,,,,,,,,
431,48,468,,,,,,,,,,,,,
431,50,583,,,,,,,,,,,,,
432,1,10,45,252,,,,,,,,,,,
432,13,95,,,,,,,,,,,,,
432,17,185,,,,,,,,,,,,,
432,20,154,,,,,,,,,,,,,
432,25,204,,,,,,,,,,,,,
432,29,274,,,,,,,,,,,,,
432,32,445,,,,,,,,,,,,,
432,37,163,,,,,,,,,,,,,
432,38,207,,,,,,,,,,,,,
432,45,34,,,,,,,,,,,,,
432,53,213,,,,,,,,,,,,,
432,60,468,,,,,,,,,,,,,
433,1,35,,,,,,,,,,,,,
433,6,45,,,,,,,,,,,,,
433,9,310,,,,,,,,,,,,,
433,13,281,,,,,,,,,,,,,
433,14,93,,,,,,,,,,,,,
433,17,253,,,,,,,,,,,,,
433,22,387,,,,,,,,,,,,,
433,25,494,,,,,,,,,,,,,
434,1,10,116,,,,,,,,,,,,
434,4,139,,,,,,,,,,,,,
434,7,103,,,,,,,,,,,,,
434,11,154,,,,,,,,,,,,,
434,15,108,,,,,,,,,,,,,
434,18,364,,,,,,,,,,,,,
434,20,92,,,,,,,,,,,,,
434,25,163,,,,,,,,,,,,,
434,31,400,,,,,,,,,,,,,
434,32,491,,,,,,,,,,,,,
434,37,262,,,,,,,,,,,,,
434,44,153,,,,,,,,,,,,,
434,46,562,,,,,,,,,,,,,
435,1,10,116,139,,,,,,,,,,,
435,7,103,,,,,,,,,,,,,
435,11,154,,,,,,,,,,,,,
435,15,108,,,,,,,,,,,,,
435,18,364,,,,,,,,,,,,,
435,20,92,,,,,,,,,,,,,
435,25,163,,,,,,,,,,,,,
435,31,400,,,,,,,,,,,,,
435,32,491,,,,,,,,,,,,,
435,34,53,,,,,,,,,,,,,
435,41,262,,,,,,,,,,,,,
435,52,153,,,,,,,,,,,,,
435,56,562,,,,,,,,,,,,,
436,1,33,93,,,,,,,,,,,,
436,7,95,,,,,,,,,,,,,
436,12,286,,,,,,,,,,,,,
436,14,109,,,,,,,,,,,,,
436,15,149,,,,,,,,,,,,,
436,19,326,,,,,,,,,,,,,
436,26,334,,,,,,,,,,,,,
436,30,219,,,,,,,,,,,,,
436,31,319,,,,,,,,,,,,,
436,35,360,,,,,,,,,,,,,
436,37,248,,,,,,,,,,,,,
436,41,185,,,,,,,,,,,,,
436,49,371,,,,,,,,,,,,,
436,52,377,,,,,,,,,,,,,
436,54,484,,,,,,,,,,,,,
437,1,33,93,95,240,241,286,,,,,,,,
437,14,109,,,,,,,,,,,,,
437,15,149,,,,,,,,,,,,,
437,19,326,,,,,,,,,,,,,
437,26,334,,,,,,,,,,,,,
437,30,219,,,,,,,,,,,,,
437,31,319,,,,,,,,,,,,,
437,33,335,,,,,,,,,,,,,
437,38,360,,,,,,,,,,,,,
437,43,248,,,,,,,,,,,,,
437,50,185,,,,,,,,,,,,,
437,61,371,,,,,,,,,,,,,
437,67,377,,,,,,,,,,,,,
437,72,484,,,,,,,,,,,,,
438,1,313,383,,,,,,,,,,,,
438,6,175,,,,,,,,,,,,,
438,9,67,,,,,,,,,,,,,
438,14,88,,,,,,,,,,,,,
438,17,102,,,,,,,,,,,,,
438,22,335,,,,,,,,,,,,,
438,25,185,,,,,,,,,,,,,
438,30,317,,,,,,,,,,,,,
438,33,157,68,,,,,,,,,,,,
438,38,21,,,,,,,,,,,,,
438,41,389,,,,,,,,,,,,,
438,46,38,,,,,,,,,,,,,
439,1,93,112,321,,,,,,,,,,,
439,4,383,,,,,,,,,,,,,
439,8,96,,,,,,,,,,,,,
439,11,227,,,,,,,,,,,,,
439,15,3,,,,,,,,,,,,,
439,18,102,,,,,,,,,,,,,
439,22,113,115,,,,,,,,,,,,
439,25,60,,,,,,,,,,,,,
439,29,164,,,,,,,,,,,,,
439,32,278,,,,,,,,,,,,,
439,36,271,,,,,,,,,,,,,
439,39,94,,,,,,,,,,,,,
439,43,272,,,,,,,,,,,,,
439,46,226,,,,,,,,,,,,,
439,50,219,,,,,,,,,,,,,
440,1,1,204,,,,,,,,,,,,
440,5,383,,,,,,,,,,,,,
440,9,287,,,,,,,,,,,,,
440,12,186,,,,,,,,,,,,,
441,1,64,590,,,,,,,,,,,,
441,5,45,,,,,,,,,,,,,
441,9,119,,,,,,,,,,,,,
441,13,47,,,,,,,,,,,,,
441,17,31,,,,,,,,,,,,,
441,21,448,,,,,,,,,,,,,
441,25,269,,,,,,,,,,,,,
441,29,102,496,,,,,,,,,,,,
441,33,355,,,,,,,,,,,,,
441,37,253,497,,,,,,,,,,,,
441,41,297,,,,,,,,,,,,,
441,45,304,,,,,,,,,,,,,
441,49,485,,,,,,,,,,,,,
442,1,109,174,180,228,425,,,,,,,,,
442,7,185,,,,,,,,,,,,,
442,13,95,,,,,,,,,,,,,
442,19,138,,,,,,,,,,,,,
442,25,466,,,,,,,,,,,,,
442,31,389,,,,,,,,,,,,,
442,37,417,,,,,,,,,,,,,
442,43,262,,,,,,,,,,,,,
442,49,399,,,,,,,,,,,,,
443,1,33,,,,,,,,,,,,,
443,3,28,,,,,,,,,,,,,
443,7,82,,,,,,,,,,,,,
443,13,201,,,,,,,,,,,,,
443,15,36,,,,,,,,,,,,,
443,19,328,,,,,,,,,,,,,
443,25,163,,,,,,,,,,,,,
443,27,337,,,,,,,,,,,,,
443,31,91,,,,,,,,,,,,,
443,37,407,,,,,,,,,,,,,
444,1,28,33,,,,,,,,,,,,
444,7,82,,,,,,,,,,,,,
444,13,201,,,,,,,,,,,,,
444,15,36,,,,,,,,,,,,,
444,19,328,,,,,,,,,,,,,
444,24,530,,,,,,,,,,,,,
444,28,163,,,,,,,,,,,,,
444,33,337,,,,,,,,,,,,,
444,40,91,,,,,,,,,,,,,
444,49,407,,,,,,,,,,,,,
445,1,28,33,82,201,424,,,,,,,,,
445,15,36,,,,,,,,,,,,,
445,19,328,,,,,,,,,,,,,
445,24,530,,,,,,,,,,,,,
445,28,163,,,,,,,,,,,,,
445,33,337,,,,,,,,,,,,,
445,40,91,,,,,,,,,,,,,
445,48,242,,,,,,,,,,,,,
445,55,407,,,,,,,,,,,,,
446,1,33,118,316,,,,,,,,,,,
446,4,111,,,,,,,,,,,,,
446,9,133,,,,,,,,,,,,,
446,12,122,,,,,,,,,,,,,
446,17,278,,,,,,,,,,,,,
446,20,103,,,,,,,,,,,,,
446,25,254,498,,,,,,,,,,,,
446,28,256,,,,,,,,,,,,,
446,33,34,,,,,,,,,,,,,
446,36,374,,,,,,,,,,,,,
446,41,205,,,,,,,,,,,,,
446,44,363,187,,,,,,,,,,,,
446,49,387,,,,,,,,,,,,,
446,52,289,,,,,,,,,,,,,
447,1,98,193,203,,,,,,,,,,,
447,6,68,,,,,,,,,,,,,
447,11,395,,,,,,,,,,,,,
447,15,364,,,,,,,,,,,,,
447,19,179,,,,,,,,,,,,,
447,24,103,,,,,,,,,,,,,
447,29,383,,,,,,,,,,,,,
447,47,417,,,,,,,,,,,,,
447,55,515,,,,,,,,,,,,,
448,1,98,193,197,232,399,,,,,,,,,
448,6,68,,,,,,,,,,,,,
448,11,395,,,,,,,,,,,,,
448,15,364,612,,,,,,,,,,,,
448,19,198,,,,,,,,,,,,,
448,24,319,,,,,,,,,,,,,
448,29,382,,,,,,,,,,,,,
